['113', '57', '789', '309', '305', '639', '589', '429', '544', '870']
['55', '100', '844', '580', '58', '836', '392', '130', '822', '351']
['695', '163', '756', '198', '499', '128', '788', '660', '131', '807']
['139', '369', '533', '271', '527', '396', '888', '398', '430', '958']
['261', '728', '79', '549', '471', '327', '537', '644', '15', '145']
['27', '112', '190', '631', '750', '508', '116', '983', '818', '111']
['316', '273', '743', '982', '386', '141', '899', '185', '132', '408']
['346', '215', '663', '439', '919', '817', '460', '17', '962', '528']
['453', '916', '593', '321', '723', '712', '868', '746', '894', '272']
['724', '835', '942', '137', '535', '401', '500', '830', '869', '839']
['519', '236', '443', '975', '361', '13', '770', '180', '183', '603']
['557', '563', '332', '285', '218', '268', '172', '385', '590', '950']
['156', '827', '946', '399', '363', '456', '879', '992', '395', '201']
['851', '867', '38', '503', '433', '226', '151', '554', '259', '908']
['178', '283', '320', '498', '909', '600', '954', '381', '905', '371']
['915', '518', '239', '490', '437', '54', '782', '343', '413', '669']
['352', '864', '927', '101', '431', '446', '691', '86', '211', '725']
['353', '994', '522', '766', '293', '520', '465', '82', '423', '39']
['376', '683', '708', '578', '673', '336', '495', '477', '300', '231']
['412', '216', '181', '700', '94', '247', '912', '25', '610', '484']
['428', '478', '747', '824', '716', '833', '951', '775', '37', '542']
['568', '923', '23', '292', '532', '510', '634', '955', '102', '493']
['613', '767', '282', '704', '365', '88', '125', '674', '177', '418']
['804', '907', '74', '702', '893', '797', '825', '694', '790', '345']
['85', '188', '616', '842', '135', '251', '636', '786', '707', '748']
['762', '441', '810', '297', '803', '411', '852', '263', '652', '550']
['144', '445', '859', '313', '494', '103', '223', '956', '481', '627']
['154', '953', '317', '119', '558', '115', '324', '455', '3', '92']
['773', '152', '795', '964', '167', '464', '107', '219', '476', '699']
['199', '407', '432', '587', '20', '240', '330', '89', '108', '265']
['53', '979', '566', '124', '358', '895', '648', '362', '110', '904']
['234', '948', '511', '754', '394', '572', '763', '214', '959', '28']
['237', '643', '299', '360', '196', '902', '134', '903', '846', '794']
['8', '802', '840', '356', '41', '303', '798', '166', '513', '339']
['342', '422', '920', '56', '777', '963', '51', '778', '758', '965']
['928', '534', '641', '169', '722', '781', '585', '626', '222', '974']
['475', '718', '301', '440', '34', '732', '945', '287', '981', '772']
['629', '785', '329', '551', '539', '640', '884', '436', '891', '312']
['681', '693', '910', '819', '364', '373', '614', '461', '179', '656']
['944', '612', '255', '480', '856', '734', '458', '898', '661', '382']
['837', '335', '6', '210', '855', '253', '194', '966', '581', '730']
['995', '599', '245', '1', '721', '571', '913', '658', '862', '140']
['918', '266', '847', '543', '138', '562', '760', '530', '990', '200']
['935', '84', '153', '337', '793', '7', '410', '866', '999', '246']
['619', '881', '377', '75', '633', '978', '65', '367', '727', '349']
['735', '545', '189', '424', '310', '136', '308', '49', '507', '284']
['276', '171', '114', '467', '858', '941', '249', '452', '217', '482']
['129', '506', '731', '630', '415', '225', '602', '147', '991', '676']
['161', '886', '877', '238', '620', '560', '932', '71', '787', '262']
['21', '936', '666', '221', '304', '280', '780', '547', '670', '671']
['887', '509', '832', '359', '470', '791', '168', '9', '860', '32']
['880', '829', '248', '548', '697', '372', '906', '961', '882', '684']
['164', '854', '133', '202', '250', '451', '87', '709', '540', '319']
['295', '617', '871', '42', '901', '682', '744', '252', '890', '972']
['254', '556', '318', '523', '192', '597', '233', '764', '653', '541']
['95', '896', '165', '504', '204', '934', '403', '333', '943', '759']
['44', '938', '813', '845', '586', '405', '325', '736', '701', '323']
['370', '442', '449', '849', '334', '173', '925', '491', '40', '160']
['497', '594', '26', '861', '812', '771', '224', '911', '454', '421']
['622', '831', '81', '106', '50', '688', '873', '83', '646', '675']
['729', '80', '986', '606', '473', '105', '768', '947', '296', '987']
['601', '483', '270', '379', '472', '570', '609', '917', '555', '711']
['971', '502', '989', '654', '195', '228', '993', '595', '267', '243']
['466', '808', '546', '322', '62', '22', '878', '647', '696', '922']
['149', '174', '969', '733', '678', '561', '559', '823', '279', '514']
['489', '463', '97', '687', '227', '384', '206', '838', '197', '275']
['765', '564', '170', '651', '529', '952', '826', '637', '186', '665']
['220', '988', '592', '68', '391', '30', '751', '462', '122', '997']
