['603', '910', '564', '40', '482', '349', '177', '446', '294', '223', '345', '255', '31', '320', '170', '915', '119', '517', '862', '774']
['164', '301', '496', '39', '661', '965', '194', '246', '85', '555', '144', '729', '756', '93', '263', '55', '538', '782', '493', '359']
['212', '530', '181', '712', '317', '596', '230', '914', '383', '764', '35', '721', '180', '415', '72', '542', '880', '56', '990', '147']
['279', '280', '776', '238', '957', '101', '335', '730', '91', '92', '824', '896', '479', '118', '703', '835', '491', '959', '393', '23']
['275', '723', '557', '532', '840', '104', '182', '565', '577', '441', '644', '888', '753', '624', '913', '571', '79', '837', '687', '943']
['569', '192', '311', '546', '259', '614', '62', '47', '567', '512', '748', '876', '375', '784', '983', '521', '384', '855', '884', '399']
['224', '231', '430', '873', '866', '936', '735', '24', '520', '321', '175', '865', '272', '51', '330', '474', '333', '44', '996', '974']
['68', '278', '694', '869', '422', '515', '786', '499', '986', '631', '599', '250', '455', '613', '720', '63', '282', '473', '131', '397']
['286', '634', '70', '877', '299', '791', '48', '83', '386', '318', '671', '839', '96', '348', '740', '923', '240', '819', '53', '666']
['324', '42', '121', '767', '858', '728', '516', '120', '714', '483', '823', '618', '900', '609', '906', '677', '942', '752', '129', '406']
['587', '46', '400', '575', '172', '99', '459', '750', '771', '600', '12', '251', '475', '20', '75', '553', '984', '94', '649', '193']
['284', '909', '801', '928', '188', '98', '643', '10', '944', '376', '833', '851', '140', '945', '396', '100', '319', '308', '425', '141']
['197', '745', '854', '60', '137', '451', '445', '138', '578', '80', '190', '859', '550', '746', '558', '436', '89', '679', '699', '658']
['432', '87', '973', '863', '296', '434', '941', '853', '751', '25', '595', '540', '589', '418', '186', '353', '390', '908', '405', '404']
['670', '183', '377', '724', '573', '810', '827', '806', '480', '857', '844', '153', '527', '588', '423', '357', '987', '143', '185', '37']
['697', '807', '370', '594', '327', '772', '257', '146', '222', '560', '692', '199', '905', '811', '788', '328', '640', '235', '66', '16']
['239', '429', '572', '424', '689', '710', '534', '502', '354', '315', '437', '362', '809', '800', '283', '629', '605', '818', '374', '902']
['549', '261', '339', '471', '845', '962', '885', '778', '225', '531', '958', '574', '13', '816', '895', '304', '154', '893', '247', '152']
['22', '365', '179', '468', '110', '964', '28', '416', '492', '449', '897', '481', '232', '727', '334', '128', '488', '340', '81', '41']
['388', '213', '130', '33', '440', '636', '674', '381', '716', '874', '342', '243', '770', '426', '34', '651', '249', '675', '498', '608']
['918', '808', '826', '394', '260', '59', '621', '54', '547', '831', '209', '966', '162', '648', '344', '628', '195', '979', '265', '456']
['975', '408', '469', '717', '290', '169', '630', '988', '701', '358', '64', '978', '804', '622', '706', '454', '379', '607', '916', '566']
