['140', '807', '139', '468', '238', '681', '167', '633', '779', '805', '559', '550', '802', '387', '68', '597', '273', '44', '906', '263']
['116', '379', '211', '723', '534', '579', '43', '473', '530', '129', '705', '333', '219', '204', '432', '827', '283', '188', '419', '474']
['757', '314', '669', '719', '856', '261', '311', '235', '728', '33', '655', '291', '646', '253', '572', '671', '504', '988', '391', '947']
['118', '222', '817', '883', '525', '125', '970', '66', '480', '58', '13', '422', '390', '119', '894', '509', '430', '887', '505', '907']
['512', '305', '497', '687', '155', '423', '220', '984', '75', '516', '312', '837', '292', '288', '972', '780', '55', '737', '501', '865']
['53', '674', '888', '561', '134', '670', '672', '980', '277', '400', '938', '185', '806', '949', '893', '196', '824', '999', '352', '357']
['120', '825', '653', '360', '135', '252', '294', '793', '285', '152', '510', '184', '886', '890', '639', '330', '656', '661', '555', '437']
['121', '571', '271', '875', '321', '386', '173', '601', '145', '954', '494', '96', '234', '343', '124', '71', '191', '310', '426', '676']
['772', '83', '651', '302', '788', '202', '6', '910', '73', '299', '874', '786', '630', '471', '631', '29', '340', '735', '556', '256']
['738', '72', '230', '508', '965', '9', '537', '590', '394', '272', '447', '90', '593', '945', '313', '381', '14', '787', '876', '657']
['482', '42', '290', '201', '553', '648', '863', '318', '799', '679', '420', '40', '800', '452', '274', '929', '27', '307', '436', '844']
['528', '600', '489', '666', '472', '162', '842', '375', '727', '159', '733', '28', '132', '30', '32', '966', '943', '286', '718', '647']
['126', '692', '959', '296', '885', '615', '627', '704', '240', '165', '588', '95', '778', '4', '259', '730', '245', '861', '895', '815']
['5', '754', '284', '456', '683', '826', '8', '904', '644', '207', '513', '986', '46', '364', '853', '365', '848', '470', '881', '700']
['932', '584', '498', '50', '322', '332', '668', '783', '554', '686', '445', '529', '396', '52', '963', '777', '374', '410', '258', '624']
['487', '628', '434', '546', '397', '879', '619', '84', '69', '183', '768', '955', '542', '673', '688', '266', '523', '367', '137', '564']
['871', '632', '532', '35', '335', '324', '144', '587', '664', '483', '870', '366', '781', '383', '395', '635', '441', '200', '203', '919']
['836', '458', '652', '342', '462', '901', '22', '696', '905', '560', '742', '133', '911', '182', '743', '493', '41', '282', '765', '663']
['131', '636', '348', '511', '707', '882', '872', '70', '839', '899', '148', '175', '227', '254', '852', '214', '425', '275', '927', '320']
['732', '255', '774', '981', '665', '898', '404', '280', '465', '433', '846', '969', '166', '157', '739', '398', '490', '540', '356', '179']
['918', '138', '606', '48', '813', '962', '691', '467', '562', '373', '677', '578', '682', '451', '34', '982', '39', '56', '403', '607']
