['633', '928', '253', '435', '54', '972', '819', '379', '488', '614', '900', '168', '529', '100', '584', '630', '65', '184', '964', '468', '782', '643', '282', '617', '254', '611', '270', '124', '37', '5', '883', '680', '669', '999', '243', '123']
['463', '397', '18', '262', '641', '460', '14', '236', '161', '763', '770', '287', '565', '559', '471', '407', '769', '516', '77', '914', '286', '858', '762', '132', '957', '229', '780', '830', '395', '81', '302', '989', '578', '472', '334', '337']
['91', '486', '905', '536', '889', '865', '358', '427', '621', '871', '93', '11', '188', '980', '600', '95', '412', '786', '835', '806', '101', '848', '323', '930', '52', '952', '9', '67', '944', '220', '631', '431', '562', '597', '409', '892']
['896', '36', '955', '521', '74', '873', '462', '467', '466', '406', '709', '218', '51', '721', '295', '804', '20', '119', '652', '667', '657', '543', '737', '73', '654', '380', '419', '591']
['981', '951', '541', '182', '470', '783', '815', '604', '437', '66', '413', '595', '974', '993', '703', '850', '893', '303', '784', '773', '308', '615', '44', '49']
['937', '660', '941', '692', '40', '787', '102', '623', '192', '817', '730', '103', '902', '8', '872', '580', '753', '114', '216', '924', '366', '392', '162', '622']
['635', '120', '138', '381', '97', '432', '202', '239', '532', '186', '7', '71', '299', '233', '965', '959', '70', '807', '570', '293', '426', '514', '32', '485']
['689', '72', '39', '766', '150', '785', '504', '519', '410', '612', '948', '278', '699', '196', '246', '771', '809', '907', '492', '396', '860', '638', '697', '913']
['556', '353', '757', '238', '582', '80', '774', '690', '832', '789', '176', '122', '175', '553', '735', '349', '478', '648', '539', '637', '945', '376', '451', '661']
['242', '43', '444', '542', '739', '79', '294', '29', '882', '499', '992', '629', '939', '118', '372', '740', '933', '48', '350', '316', '810', '56', '68', '447']
['280', '457', '854', '411', '204', '46', '443', '741', '841', '128', '795', '157', '700', '291', '296', '38', '555', '561', '393', '165', '416', '805', '405', '836']
['649', '517', '136', '693', '588', '755', '725', '256', '796', '154', '552', '863', '348', '958', '754', '469', '480', '701', '438', '420', '940', '156', '733', '422']
['557', '706', '575', '530', '587', '748', '960', '326', '540', '831', '918', '321', '718', '418', '473', '356', '869', '898', '331', '526', '691', '544', '987', '258']
['919', '679', '502', '849', '696', '856', '963', '756', '512', '743', '990', '342', '143', '341', '551', '298', '370', '1', '357', '330', '142', '663', '522', '62']
['666', '988', '338', '494', '329', '749', '290', '932', '318', '181', '605', '385', '742', '375', '738', '387', '845', '450', '968', '509', '214', '639', '108', '203']
['895', '665', '840', '645', '775', '425', '69', '946', '853', '712', '498', '620', '232', '400', '676', '874', '76', '445', '884', '579', '890', '983', '41', '177']
['311', '10', '464', '511', '328', '658', '986', '996', '359', '310', '603', '183', '439', '368', '205', '424', '112', '723', '887', '886', '110', '493', '266', '111']
['399', '881', '506', '719', '851', '144', '894', '3', '674', '224', '744', '63', '88', '684', '346', '781', '22', '231', '823', '899', '731', '814', '374', '797']
['217', '421', '377', '277', '367', '264', '585', '336', '265', '82', '547', '255', '402', '599', '942', '194', '187', '688', '687', '391', '106', '453', '518', '87']
['4', '398', '324', '27', '378', '524', '244', '166', '776', '16', '501', '997', '210', '967', '268', '527', '596', '384', '876', '228', '273', '394', '962', '6']
['322', '857', '843', '327', '917', '47', '722', '548', '201', '906', '998', '235', '683', '361', '956', '979', '707', '127', '866', '19', '716', '390', '429', '549']
