['195', '536', '939', '360', '146', '493', '651', '285', '0', '141', '868', '791', '902', '85', '75']
['81', '716', '496', '399', '117', '400', '295', '512', '605', '834', '901', '817', '782', '592', '314']
['855', '789', '148', '132', '633', '417', '284', '518', '950', '266', '999', '76', '956', '837', '639']
['945', '250', '347', '454', '373', '279', '744', '775', '905', '175', '272', '942', '663', '467', '580']
['149', '777', '287', '534', '3', '121', '593', '306', '57', '378', '883', '424', '575', '623', '700']
['219', '966', '579', '25', '199', '436', '657', '528', '616', '917', '658', '606', '224', '727', '545']
['260', '67', '101', '201', '872', '713', '486', '571', '609', '622', '461', '41', '39', '349', '679']
['573', '941', '540', '401', '426', '264', '162', '179', '738', '572', '180', '14', '30', '955', '240']
['811', '299', '546', '926', '449', '77', '128', '687', '186', '38', '375', '825', '876', '799', '547']
['873', '244', '515', '636', '482', '267', '326', '823', '311', '668', '689', '230', '662', '904', '12']
['896', '954', '802', '968', '402', '143', '358', '445', '372', '387', '155', '157', '927', '522', '271']
['948', '356', '97', '444', '567', '503', '704', '192', '682', '830', '420', '601', '696', '635', '831']
['136', '652', '857', '556', '943', '853', '529', '301', '552', '125', '829', '595', '878', '631', '354']
['191', '352', '979', '543', '557', '54', '815', '6', '967', '821', '185', '158', '458', '455', '925']
['238', '462', '408', '827', '832', '11', '108', '79', '161', '49', '490', '584', '502', '664', '625']
['604', '109', '40', '456', '994', '676', '72', '848', '203', '211', '958', '62', '283', '439', '509']
['332', '743', '812', '846', '591', '530', '891', '568', '803', '489', '53', '722', '889']
['481', '887', '56', '307', '959', '71', '982', '749', '213']
['91', '63', '492', '1', '684', '474', '569', '234', '611']
['388', '598', '615', '300', '329', '48', '268', '996', '321']
['432', '472', '412', '9', '899', '46', '527', '336', '323']
['434', '473', '554', '931', '416', '533', '115', '173', '150']
['438', '795', '542', '643', '26', '570', '602', '303', '168']
['531', '130', '761', '184', '8', '972', '797', '254', '809']
['480', '504', '969', '208', '590', '526', '750', '43', '863']
['675', '882', '166', '793', '985', '135', '500', '858', '363']
['973', '836', '304', '131', '200', '785', '647', '359', '523']
['708', '376', '869', '514', '24', '977', '396', '532', '84']
['711', '257', '854', '16', '259', '667', '541', '940', '269']
['712', '720', '361', '290', '122', '256', '843', '610', '488']
['721', '263', '934', '398', '576', '894', '826', '607', '73']
['746', '630', '918', '585', '912', '933', '981', '754', '773']
['386', '759', '822', '508', '608', '963', '17', '997', '298']
['752', '971', '842', '694', '236', '697', '447', '814', '653']
['767', '164', '35', '384', '429', '190', '450', '702', '83']
['768', '790', '428', '409', '415', '690', '686', '116', '127']
['778', '262', '2', '251', '851', '962', '210', '900', '784']
['198', '551', '379', '189', '364', '107', '28', '20', '756']
['944', '920', '293', '193', '391', '562', '807', '205', '479']
['796', '560', '276', '849', '308', '7', '632', '961', '937']
['431', '248', '333', '385', '216', '772', '974', '23', '167']
['95', '582', '427', '641', '703', '521', '113', '806', '281']
['548', '693', '747', '104', '212', '870', '60', '202', '833']
['587', '748', '798', '133', '469', '92', '757', '118', '910']
['159', '913', '232', '383', '324', '987', '327', '194', '204']
['970', '594', '335', '129', '731', '182', '884', '774', '559']
['126', '660', '838', '538', '614', '497', '425', '800', '96']
['501', '930', '914', '669', '563', '110', '850', '228', '578']
['177', '565', '672', '457', '93', '723', '603', '975', '964']
['112', '674', '866', '719', '487', '465', '18', '555', '624']
['196', '740', '471', '448', '770', '677', '5', '209', '742']
['243', '617', '824', '801', '673', '781', '670', '137', '874']
['418', '965', '31', '241', '792', '337', '820', '993', '844']
['58', '710', '453', '247', '888', '214', '334', '451', '860']
