['113', '57', '789', '309', '305', '639', '589', '429', '544', '197']
['993', '195', '483', '308', '978', '204', '243', '765', '318', '592']
['832', '640', '839', '372', '473', '762', '523', '701', '772', '629']
['295', '617', '42', '874', '901', '276', '744', '252', '890', '322']
['759', '910', '421', '654', '963', '367', '484', '699', '542', '294']
['50', '477', '571', '461', '250', '906', '709', '403', '333', '780']
['820', '513', '228', '891', '758', '32', '653', '206', '312', '601']
['514', '551', '1', '898', '586', '227', '469', '873', '384', '706']
['497', '861', '862', '812', '224', '911', '860', '454', '729', '670']
['622', '785', '449', '179', '106', '40', '95', '688', '658', '791']
['28', '840', '170', '370', '359', '331', '275', '83', '529', '267']
['482', '681', '606', '62', '36', '878', '140', '186', '540', '348']
['438', '556', '687', '568', '173', '493', '70', '561', '952', '122']
['110', '437', '813', '896', '944', '823', '679', '838', '231', '547']
['958', '441', '849', '452', '256', '908', '489', '917', '555', '925']
['68', '651', '807', '665', '678', '550', '104', '30', '220', '922']
['323', '343', '734', '35', '270', '470', '339', '669', '671', '676']
['950', '87', '249', '105', '730', '924', '148', '987', '675', '19']
