['140', '807', '139', '468', '238', '681', '167', '633', '779', '805', '559', '550', '802', '387', '68', '597', '273', '44', '906', '814']
['103', '835', '371', '697', '741', '500', '338', '438', '38', '18', '427', '776', '228', '729', '831', '547', '416', '629', '976', '240']
['104', '840', '570', '603', '689', '496', '524', '795', '902', '363', '85', '680', '448', '771', '521', '944', '928', '912', '143', '588']
['105', '796', '761', '484', '544', '110', '724', '407', '308', '599', '523', '248', '266', '917', '688', '323', '673', '205', '542', '856']
['106', '536', '502', '792', '659', '412', '922', '172', '797', '823', '408', '616', '453', '20', '706', '328', '834', '997', '566', '414']
['107', '791', '232', '964', '3', '354', '325', '595', '249', '170', '45', '91', '98', '346', '590', '9', '508', '72', '738', '657']
['108', '760', '816', '617', '278', '380', '158', '435', '548', '115', '127', '884', '466', '640', '317', '710', '217', '541', '347', '950']
['287', '715', '409', '716', '526', '492', '558', '417', '956', '112', '442', '942', '60', '431', '775', '389', '638', '289', '722', '89']
['11', '804', '643', '712', '142', '295', '952', '915', '857', '713', '637', '851', '762', '645', '858', '198', '924', '178', '574', '4']
['910', '299', '202', '786', '302', '471', '83', '29', '772', '735', '651', '691', '788', '467', '6', '562', '73', '874', '630', '95']
['111', '996', '429', '539', '581', '225', '960', '455', '86', '418', '262', '812', '31', '362', '47', '690', '194', '65', '372', '537']
['76', '708', '585', '620', '602', '250', '341', '818', '303', '995', '12', '197', '784', '439', '811', '506', '421', '946', '195', '239']
['113', '576', '209', '782', '384', '93', '522', '460', '734', '535', '926', '833', '867', '684', '931', '446', '193', '809', '339', '704']
['114', '626', '583', '392', '301', '923', '388', '186', '413', '936', '810', '141', '399', '855', '199', '180', '51', '990', '87', '326']
['774', '732', '665', '255', '404', '981', '280', '898', '465', '433', '846', '969', '166', '861', '730', '259', '245', '895', '39', '754']
['116', '379', '211', '723', '534', '579', '43', '473', '530', '129', '705', '333', '219', '204', '432', '827', '283', '188', '419', '62']
['677', '682', '373', '765', '578', '440', '451', '676', '34', '989', '636', '511', '131', '882', '348', '872', '707', '70', '881', '627']
['118', '222', '817', '883', '525', '125', '970', '66', '480', '58', '13', '422', '390', '119', '894', '509', '430', '887', '505', '569']
['42', '201', '482', '648', '290', '318', '553', '679', '863', '40', '799', '452', '420', '274', '800', '929', '819', '27', '402', '965']
['479', '369', '568', '519', '975', '563', '868', '991', '849', '146', '971', '789', '297', '896', '721', '459', '610', '154', '151', '750']
['120', '825', '653', '360', '135', '252', '294', '793', '285', '152', '510', '184', '886', '890', '639', '330', '656', '661', '555', '376']
['121', '571', '271', '875', '321', '386', '173', '181', '601', '424', '145', '149', '850', '920', '515', '293', '23', '749', '160', '214']
['668', '332', '783', '322', '554', '498', '686', '932', '445', '584', '529', '50', '396', '52', '963', '777', '374', '410', '258', '669']
['836', '458', '652', '342', '462', '901', '22', '696', '905', '560', '742', '133', '911', '182', '743', '493', '41', '556', '282', '5']
['949', '806', '893', '185', '196', '938', '824', '400', '999', '277', '352', '980', '615', '672', '296', '670', '959', '134', '885', '284']
['80', '740', '150', '356', '844', '947', '203', '441', '395', '781', '870', '664', '144', '587', '483', '366', '383', '635', '200', '983']
['126', '692', '787', '381', '945', '90', '272', '447', '593', '313', '14', '876', '291', '253', '33', '671', '235', '988', '261', '757']
['320', '873', '801', '998', '609', '869', '700', '979', '256', '865', '907', '984', '75', '220', '516', '423', '312', '155', '687', '497']
['755', '607', '176', '331', '7', '815', '161', '794', '919', '436', '307', '398', '157', '540', '739', '490', '286', '718', '982', '631']
['941', '474', '662', '357', '621', '611', '845', '967', '35', '532', '871', '632', '367', '137', '464', '437', '54', '564', '624', '165']
['456', '683', '826', '8', '904', '644', '207', '513', '986', '46', '364', '853', '365', '848', '470', '663', '940', '242', '667', '778']
['606', '918', '813', '138', '48', '962', '224', '226', '973', '359', '281', '32', '30', '966', '132', '943', '28', '733', '727', '512']
['647', '985', '866', '666', '162', '600', '375', '528', '159', '489', '472', '842', '148', '175', '899', '227', '839', '254', '852', '156']
['972', '288', '780', '837', '55', '292', '737', '391', '501', '504', '561', '572', '674', '646', '53', '655', '888', '728', '311', '961']
['628', '434', '487', '546', '2', '397', '350', '879', '939', '619', '257', '84', '773', '69', '552', '183', '768', '955', '305', '67']
